product_code,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
6111094000228,0.0222222222222222,High,Low Sugar,No
20305819,0.271523178807947,Moderate,Low Sugar,No
3019089042266,0.2666666666666666,Moderate,Low Sugar,No
5411188136552,0.1904761904761904,Low,Low Sugar,Yes
4056489287513,0.0769230769230769,Moderate,Low Sugar,Yes
5411188116615,0.7037037037037036,Low,Low Sugar,Yes
3513851561318,0.038235294117647,Moderate,Low Sugar,Yes
21000658831,0.1428571428571428,Moderate,Moderate Sugar,Yes
4002671155948,1.0,Moderate,Low Sugar,Yes
5022313729824,0.9247311827956988,Low,Moderate Sugar,No
5010102240384,0.0,Low,Low Sugar,Yes
3700278406241,0.684931506849315,High,High Sugar,Yes
20018931,0.25,Moderate,Moderate Sugar,Yes
5038862634106,0.8333333333333334,Low,Moderate Sugar,No
5057545755716,0.8676470588235294,Low,Moderate Sugar,No
3329770062467,0.9,Low,Moderate Sugar,Yes
5010026518163,0.0172413793103448,Moderate,Low Sugar,No
8721800405346,1.0,High,Low Sugar,No
4088600248585,0.2185929648241206,High,High Sugar,No
5000157076397,0.5,High,Low Sugar,No
5711953068881,0.9591836734693876,Low,Low Sugar,Yes
8480000230478,0.7187499999999999,Low,Low Sugar,No
5060106170002,0.1,High,Low Sugar,No
5057753924553,0.0806100217864923,Moderate,Low Sugar,Yes
5018929050919,1.0,High,Low Sugar,No
3341430550466,1.0,Moderate,Low Sugar,Yes
5010044002316,0.0643776824034334,Moderate,Low Sugar,Yes
5011766010078,0.0080645161290322,High,Low Sugar,No
5449000046413,0.977777777777778,Low,Low Sugar,Yes
5060033821114,0.271523178807947,Moderate,Low Sugar,Yes
5013665113577,0.4384615384615384,Moderate,Moderate Sugar,Yes
280457,0.0816326530612245,Low,Low Sugar,Yes
5011835102390,0.8055555555555556,High,High Sugar,No
5000232828750,0.0,High,Low Sugar,Yes
5070000120706,0.7894736842105263,Low,Low Sugar,Yes
5057753125769,0.271523178807947,Moderate,Low Sugar,No
5021812004906,1.0,Low,Low Sugar,Yes
5000168034928,0.3705501618122977,High,High Sugar,Yes
5010477364654,0.202127659574468,High,Moderate Sugar,Yes
20512156,1.0,High,Low Sugar,No
8710472001307,0.8571428571428572,High,Low Sugar,Yes
1097719,0.2082777036048063,High,High Sugar,Yes
5057545828847,1.0,Moderate,Low Sugar,No
5036589255635,1.0,Low,Low Sugar,No
6111065001872,1.0,Low,Moderate Sugar,Yes
25638710022,0.271523178807947,Moderate,Low Sugar,No
5038695000796,0.8732394366197183,High,High Sugar,No
5010292967214,0.0,Low,Low Sugar,No
5010251535478,0.9642857142857144,Low,Low Sugar,No
5000169595336,1.0,Moderate,High Sugar,No
356268,0.0778816199376947,Moderate,Low Sugar,Yes
70177259075,0.9491315136476428,High,High Sugar,Yes
6111068000254,0.0,Moderate,Low Sugar,Yes
5060151180766,0.0646651270207852,Moderate,Low Sugar,No
426800,0.055045871559633,Moderate,Low Sugar,No
5060120285744,0.47,Low,Low Sugar,Yes
5022019560202,0.9423076923076924,Low,Low Sugar,No
5055958706349,0.046,High,Low Sugar,Yes
49733830119,0.0,Low,Low Sugar,Yes
5060415520826,0.0113636363636363,Moderate,Low Sugar,No
6111242107526,0.0,Moderate,Low Sugar,No
5060198644238,0.0792682926829268,High,Moderate Sugar,Yes
3415581105926,0.995433789954338,Moderate,High Sugar,No
405799,0.0883002207505518,Moderate,Low Sugar,Yes
4056489671435,0.1526315789473684,High,Moderate Sugar,Yes
6111028001031,0.5714285714285714,Moderate,Low Sugar,Yes
6111242104082,0.0,Low,Low Sugar,Yes
5060719920162,0.7575757575757576,High,High Sugar,No
8005110004766,0.8823529411764707,Low,Low Sugar,No
4017100287343,0.6101694915254238,High,High Sugar,Yes
8690632706672,0.3602409638554216,High,High Sugar,Yes
6111032003496,0.0,Low,Low Sugar,Yes
3564706739031,0.1625,High,Moderate Sugar,No
6905426464662,0.271523178807947,Moderate,Low Sugar,Yes
4056489750673,0.0036540803897685,High,Low Sugar,No
8711327608665,0.875,Moderate,High Sugar,Yes
6111126005689,0.271523178807947,Moderate,Low Sugar,Yes
6111259346970,0.4110782635755407,High,High Sugar,Yes
4337256686464,0.923076923076923,High,Low Sugar,No
4056489825623,0.0126182965299684,High,Low Sugar,No
6111017047873,0.8484848484848485,High,High Sugar,Yes
5111438005538,0.271523178807947,Moderate,Low Sugar,Yes
8722700114703,0.896551724137931,Moderate,High Sugar,Yes
3255290253033,0.3518518518518518,High,High Sugar,Yes
3041090061646,0.4125,High,High Sugar,Yes
3502110008329,1.0,Low,Low Sugar,Yes
3080216048543,0.7424242424242425,Low,Low Sugar,Yes
3038359003202,0.0295081967213114,High,Low Sugar,No
90357473,0.0,Low,Low Sugar,Yes
8722700202387,0.7719298245614036,Moderate,Low Sugar,Yes
3019080063505,0.0,Moderate,Low Sugar,No
3228850008138,0.1083123425692695,Moderate,Low Sugar,Yes
3496080210137,1.0,Low,Low Sugar,No
3336971502029,0.36875,High,Moderate Sugar,No
3045320104530,1.0,Low,Moderate Sugar,No
3023290030356,0.7983651226158037,Moderate,High Sugar,Yes
3380380037382,0.111377245508982,High,Moderate Sugar,No
7613036443388,1.0,Moderate,High Sugar,No
7610100088056,0.9518377693282636,High,High Sugar,Yes
3270190207689,0.5,High,Low Sugar,Yes
7622201127206,0.955056179775282,High,High Sugar,Yes
3608580796312,1.0,Low,High Sugar,Yes
3661344288676,0.8118279569892473,Moderate,High Sugar,Yes
3222110003925,1.0,High,Low Sugar,No
3560070391073,0.0161290322580645,Moderate,Low Sugar,No
3265472382000,0.0,High,Low Sugar,No
3608580823537,1.0,Moderate,High Sugar,Yes
20857028,0.4444444444444444,High,High Sugar,Yes
3046920042963,0.9777777777777776,High,High Sugar,Yes
3564707000239,0.271523178807947,Low,Low Sugar,No
3523230000819,1.0,High,Low Sugar,No
3272770097529,1.0,High,Low Sugar,No
3184670006627,0.9166666666666666,Moderate,Moderate Sugar,Yes
3270190207535,0.5609756097560976,Low,Low Sugar,Yes
3229820151205,0.19,Moderate,Low Sugar,Yes
3032220061193,0.75,Moderate,Low Sugar,Yes
3608580968252,0.5401069518716578,Moderate,Moderate Sugar,Yes
40056050,0.5,Moderate,Low Sugar,No
3036811367008,0.1956521739130435,Low,Low Sugar,Yes
3560070973743,0.0,High,Low Sugar,No
3421557110313,0.2769230769230769,High,High Sugar,No
3259810009919,0.0,High,Low Sugar,No
4104420186279,0.8666666666666667,Low,Moderate Sugar,No
5400101201712,0.0973333333333333,High,Moderate Sugar,Yes
3760005025176,0.40625,High,High Sugar,No
3229820769127,0.4418604651162791,Moderate,Low Sugar,Yes
3174503423424,0.0870967741935483,High,Moderate Sugar,Yes
8714100795545,0.8666666666666667,Moderate,High Sugar,Yes
5050083542411,0.4202898550724637,High,High Sugar,Yes
3330720258090,0.9777777777777776,Moderate,High Sugar,Yes
8002270666667,1.0,Low,Low Sugar,Yes
3175681259089,0.0916666666666666,Moderate,Low Sugar,No
8424790111005,1.0,Low,Low Sugar,No
40084725,0.8676470588235294,High,High Sugar,Yes
5000112552232,0.0,Low,Low Sugar,Yes
7622300318147,0.9807692307692306,Moderate,Moderate Sugar,Yes
8480000171535,0.782258064516129,Moderate,Moderate Sugar,No
20712280,0.4531490015360983,High,High Sugar,No
4002468084000,1.0,Moderate,Low Sugar,Yes
8000500325384,0.9026548672566372,High,High Sugar,Yes
3033491579738,0.9701492537313432,Low,Moderate Sugar,Yes
3660140948357,0.5531914893617021,High,High Sugar,Yes
3338310000296,0.1,Moderate,Low Sugar,No
5601049612336,1.0,High,Low Sugar,No
3083681116977,0.06,Moderate,Low Sugar,Yes
8480000183101,1.0,Moderate,Low Sugar,No
8852018101031,0.0666666666666666,Low,Low Sugar,Yes
5941006101566,0.5118694362017804,High,High Sugar,Yes
8480000050441,0.0066666666666666,High,Low Sugar,No
4011100005846,0.8983050847457628,High,High Sugar,Yes
20026752,0.5555555555555556,Low,Low Sugar,Yes
8711299020953,0.65,High,Low Sugar,No
3036811367763,0.5151515151515151,Low,Low Sugar,Yes
7300400118118,0.0123456790123456,High,Low Sugar,No
8480000040404,0.0,High,Low Sugar,No
42143819,0.0,Low,Low Sugar,Yes
6175019,0.0578947368421052,High,Low Sugar,Yes
8480000348203,0.3285714285714285,High,Low Sugar,Yes
8715700209159,0.5,High,Low Sugar,No
8001590640258,0.0,Moderate,Low Sugar,Yes
5000159528481,0.6666666666666666,High,High Sugar,Yes
3450160005259,1.0,High,Low Sugar,Yes
16000275263,0.3793103448275862,Moderate,Moderate Sugar,No
8480000134455,0.0671140939597315,High,Low Sugar,Yes
5016887003893,0.1059602649006622,High,Low Sugar,No
4056489216629,0.0272851296043656,High,Low Sugar,Yes
4056489564737,1.0,Low,Low Sugar,No
8718403887518,0.2857142857142857,High,High Sugar,Yes
8002190006147,0.4,High,High Sugar,Yes
8715700422084,0.5,High,Low Sugar,No
3800205875109,0.0,High,Low Sugar,Yes
3560071270315,1.0,Moderate,High Sugar,Yes
8410184040747,0.0881720430107526,Moderate,Low Sugar,Yes
8002590043391,0.3709677419354838,Low,Low Sugar,Yes
8715700218427,0.9827586206896552,Moderate,High Sugar,Yes
3256227575235,0.1051282051282051,Moderate,Low Sugar,Yes
3240931546353,0.0641509433962264,Moderate,Low Sugar,No
20266745,0.8333333333333333,Low,Low Sugar,Yes
5060042640744,0.013,Moderate,Low Sugar,No
3083681139723,0.08,Moderate,Low Sugar,No
5010338015886,0.9908256880733946,Moderate,High Sugar,Yes
34361704642,1.0,Low,Low Sugar,No
9800895007,0.9545454545454546,Moderate,High Sugar,Yes
3228857001811,0.1136363636363636,Moderate,Moderate Sugar,Yes
5010477323118,0.3753246753246753,High,High Sugar,Yes
3073781154467,1.0,Moderate,Moderate Sugar,Yes
49000042566,0.271523178807947,Low,Low Sugar,Yes
4056489181293,0.0012820512820512,Moderate,Low Sugar,No
5016786001792,0.238095238095238,High,Moderate Sugar,No
4088600268958,0.8898305084745762,High,High Sugar,No
3341502000110,1.0,High,Low Sugar,Yes
5051898719357,0.4577464788732394,High,Moderate Sugar,No
5024115330055,1.0,Low,Low Sugar,Yes
5011766010139,0.0398179749715585,High,Low Sugar,No
4061462842764,1.0,Low,Moderate Sugar,Yes
6191507249383,1.0,Low,Moderate Sugar,No
7622201694104,0.9807692307692308,Low,Low Sugar,Yes
5000328020822,0.0376068376068376,High,Low Sugar,No
884912004710,0.1063829787234042,Moderate,Moderate Sugar,No
5010029226263,0.3166663416668291,High,High Sugar,Yes
4088600268880,0.9402985074626864,High,High Sugar,No
5449000083142,1.0,Low,Moderate Sugar,Yes
4056489159988,0.0,High,Low Sugar,Yes
8710398161987,0.060655737704918,High,Low Sugar,Yes
87172652,0.271523178807947,Low,Low Sugar,Yes
8402001010194,0.0596774193548387,High,Low Sugar,Yes
5033665206864,0.1875,High,Moderate Sugar,No
5019503000993,0.0434782608695652,Low,Low Sugar,Yes
5057008763104,0.8534798534798534,Moderate,High Sugar,Yes
9141209,0.5928571428571429,Low,Moderate Sugar,Yes
8723300710746,0.271523178807947,Low,Low Sugar,Yes
5011308505017,0.5301204819277109,Low,Low Sugar,Yes
5038695000062,0.0,High,Low Sugar,No
4088600043357,0.0129870129870129,Moderate,Low Sugar,Yes
5057967395651,0.8571428571428571,Low,Moderate Sugar,Yes
5000328013305,0.0076923076923076,Moderate,Low Sugar,No
6111179003854,0.8333333333333334,Low,Moderate Sugar,Yes
5050974504115,0.0683333333333333,High,Low Sugar,No
4088600251615,0.0657894736842105,Low,Low Sugar,Yes
1835588,0.2986627043090639,High,High Sugar,No
5000111046763,0.7619047619047619,Low,High Sugar,Yes
50295401,1.0,High,Low Sugar,Yes
358767,1.0,High,Low Sugar,No
6291100213320,0.9337579617834396,High,High Sugar,Yes
5411188137979,0.9565217391304348,Low,Low Sugar,Yes
5033060100156,0.0473684210526315,High,Low Sugar,Yes
5000246728756,1.0,High,Low Sugar,Yes
6111245340289,0.271523178807947,Moderate,Low Sugar,Yes
1893946,0.6986301369863015,Low,High Sugar,Yes
7622201811150,0.9215686274509804,High,High Sugar,Yes
4056489596240,0.0800757079420543,Moderate,Low Sugar,Yes
4056489233718,0.3328,High,High Sugar,Yes
8410498010689,0.271523178807947,Moderate,Low Sugar,Yes
5057172737147,0.0282608695652173,Moderate,Low Sugar,No
6111035001628,0.0,Low,Low Sugar,Yes
6111242104075,0.7814569536423842,Low,Moderate Sugar,Yes
5060482840513,0.523960396039604,Moderate,Moderate Sugar,No
6111126001568,0.7857143100427239,Low,Low Sugar,No
6111184001272,0.2272727272727273,High,Low Sugar,Yes
5054269960853,0.0618729096989966,Moderate,Low Sugar,No
6111243860390,1.0,Low,Moderate Sugar,Yes
6111245461083,0.0862068965517241,Moderate,Low Sugar,Yes
6111242105294,0.6642857142857144,Low,Moderate Sugar,Yes
6111128001078,0.271523178807947,Moderate,Low Sugar,No
6291003206122,0.8578125,High,High Sugar,Yes
6111243040020,0.271523178807947,Moderate,Low Sugar,No
8480000053985,0.0098039215686274,High,Low Sugar,No
815074022809,0.0,Moderate,Low Sugar,No
8420947604819,0.0696969696969696,High,Low Sugar,Yes
8720608030330,0.0,Low,Low Sugar,Yes
5059319023250,0.2857142857142857,High,High Sugar,Yes
5400141096781,0.0,Moderate,Low Sugar,No
9111445001635,0.271523178807947,Moderate,Low Sugar,No
392211,0.8073394495412843,High,High Sugar,Yes
6111252420202,1.0,Low,Moderate Sugar,Yes
5056215600233,0.2878787878787879,Moderate,Moderate Sugar,No
6111203004505,0.271523178807947,Moderate,Low Sugar,Yes
8410261782034,1.0,Low,Low Sugar,Yes
6111242881655,0.271523178807947,Moderate,Low Sugar,Yes
6111242109414,0.6060606060606061,Low,Moderate Sugar,Yes
5057967621057,0.0,Moderate,Low Sugar,No
6111265800046,0.0,Low,Low Sugar,Yes
6111099000186,0.0,High,Low Sugar,No
163514,0.4615384615384615,Low,Low Sugar,Yes
8052575090278,0.9444444444444444,High,High Sugar,Yes
6111249985974,0.271523178807947,Moderate,Low Sugar,Yes
6281006567108,0.271523178807947,Moderate,Low Sugar,Yes
4335619016514,0.2727272727272727,High,Moderate Sugar,Yes
796554054032,0.271523178807947,Moderate,Low Sugar,Yes
6111162002079,0.271523178807947,Moderate,Low Sugar,Yes
4088600569598,0.2894736842105263,Moderate,Low Sugar,Yes
8402001014062,1.0,Low,Moderate Sugar,No
2006050045136,0.4266666666666667,High,Moderate Sugar,No
3366321055516,0.0,High,Low Sugar,Yes
8424465915228,0.0236842105263157,Moderate,Low Sugar,Yes
5449000126658,0.271523178807947,Low,Low Sugar,Yes
8445290196842,0.271523178807947,Moderate,Low Sugar,Yes
6111270700096,0.271523178807947,High,Low Sugar,Yes
20202408,0.976190476190476,High,Low Sugar,No
3560070823291,0.0887096774193548,High,Moderate Sugar,Yes
3229820159768,0.3088235294117647,High,High Sugar,Yes
5410081201039,0.9464285714285714,High,High Sugar,Yes
3229820789118,0.4852941176470588,High,High Sugar,Yes
11239303,1.0,High,Low Sugar,No
3760020508425,0.0,High,Low Sugar,Yes
3223920620128,0.0410958904109589,High,Low Sugar,No
3428274960078,1.0,Low,Low Sugar,No
3017800207901,0.3043478260869565,Low,Low Sugar,No
20033347,0.0,Moderate,Low Sugar,No
3228023910077,0.5,High,Low Sugar,No
3760122966000,0.9655172413793104,High,High Sugar,Yes
5410126004113,0.4626865671641791,High,High Sugar,Yes
3560070998784,0.1,Moderate,Low Sugar,Yes
3250390007425,0.8461538461538461,Low,Low Sugar,No
7622210396334,0.6896551724137931,High,High Sugar,Yes
3095756196012,1.0,Moderate,Low Sugar,Yes
3564700203156,0.0,High,Low Sugar,No
3245411157944,1.0,Low,Low Sugar,Yes
3292070006571,0.3999999999999999,High,Low Sugar,Yes
3124480183347,0.9747899159663864,Low,Moderate Sugar,Yes
3760049798616,0.2244897959183673,High,Moderate Sugar,Yes
3176575414003,1.0,Low,Low Sugar,No
3036811366957,0.3962264150943396,Low,Low Sugar,No
3033491451713,1.0,Low,Low Sugar,No
20003937,0.7301587301587301,Low,Low Sugar,Yes
20226572,0.459090909090909,High,High Sugar,No
3068320118451,1.0,Low,Low Sugar,Yes
20089986,0.3,Low,Low Sugar,Yes
3229820181332,0.1864406779661017,High,Moderate Sugar,Yes
8410100020549,1.0,Low,Low Sugar,No
8480000198174,0.0,Low,Low Sugar,Yes
3166352967907,0.1529411764705882,Moderate,Low Sugar,No
3033710019526,0.8061389337641357,High,High Sugar,Yes
3256224352471,0.0108695652173913,High,Low Sugar,No
3560070823246,1.0,Low,Moderate Sugar,No
3380380068539,0.0133333333333333,High,Low Sugar,No
3229820796642,0.08,Moderate,Low Sugar,Yes
3036811365585,0.6041666666666666,Low,Low Sugar,Yes
3263670128116,0.0,Moderate,Low Sugar,Yes
3023290014080,0.9668874172185432,Moderate,Moderate Sugar,Yes
5000112548068,1.0,Low,Moderate Sugar,Yes
5021991938856,0.271523178807947,Moderate,Low Sugar,Yes
3083681116908,0.1797752808988764,Low,Low Sugar,Yes
4006040000563,0.5363636363636364,High,Moderate Sugar,No
40876191,0.7446808510638298,High,High Sugar,Yes
3270160173822,0.1142857142857143,Moderate,Low Sugar,Yes
7613036451253,0.271523178807947,Moderate,Low Sugar,No
4000405005002,0.0923076923076923,Moderate,Low Sugar,Yes
8008343200660,0.0446043165467625,High,Low Sugar,No
3760020502324,0.8461538461538461,Low,Moderate Sugar,No
3760121213099,0.5873015873015873,High,High Sugar,No
7622300281182,0.6716417910447762,High,High Sugar,Yes
3564700005576,1.0,Low,Low Sugar,No
3175681248557,0.1538461538461538,Low,Low Sugar,No
3274080001005,0.271523178807947,Moderate,Low Sugar,No
3760049794380,0.0499999999999999,Moderate,Low Sugar,Yes
3021760403921,0.8571428571428571,Low,Moderate Sugar,No
7614500010310,1.0,High,High Sugar,Yes
8410014477743,0.9655172413793104,High,High Sugar,Yes
8480000049575,0.0,Low,Low Sugar,No
3181232519137,0.271523178807947,Moderate,Low Sugar,No
20871765,0.9047619047619048,Moderate,High Sugar,Yes
8480000174413,0.4374999999999999,High,Low Sugar,No
5410126116236,0.5247933884297521,High,High Sugar,No
20443382,0.0,Moderate,Low Sugar,No
8480000142351,0.2981029810298103,High,High Sugar,Yes
3564706606043,0.0846153846153846,High,Low Sugar,No
11555797,0.0,High,Low Sugar,Yes
5010029000092,0.063768115942029,High,Low Sugar,No
4056489369363,1.0,Low,Low Sugar,No
3456300015324,0.6666666666666666,High,Moderate Sugar,No
3154230809838,0.0,Moderate,Low Sugar,Yes
3608580086079,0.7541899441340782,Moderate,Moderate Sugar,Yes
8076809579346,0.5612244897959183,High,Moderate Sugar,Yes
5010477361172,0.3567921440261866,High,High Sugar,Yes
8719200233508,1.0,High,Low Sugar,Yes
20051426,0.1018518518518518,Low,Low Sugar,No
3168930168041,0.0092592592592592,High,Low Sugar,No
8001100070551,0.3432835820895522,High,High Sugar,Yes
716270001660,0.7500468779298707,High,High Sugar,Yes
5018374888303,1.0,Moderate,Low Sugar,No
8001585008148,0.5671641791044776,High,High Sugar,Yes
3521042206450,0.2916666666666667,Moderate,Low Sugar,Yes
5019989103096,0.271523178807947,Moderate,Low Sugar,No
5014008002497,0.1132075471698113,Moderate,Low Sugar,Yes
20691776,0.0,High,Low Sugar,No
8410199271396,0.0592592592592592,Moderate,Low Sugar,Yes
6111242801462,0.0,Low,Low Sugar,Yes
3175681281936,0.1851851851851852,Moderate,Low Sugar,No
5057967396795,0.89568345323741,High,High Sugar,Yes
8013355501520,0.6024096385542169,High,High Sugar,Yes
253352,0.2711571675302245,High,High Sugar,No
8480000805041,0.7142857142857143,Low,Low Sugar,Yes
5000119018663,0.0,High,Low Sugar,No
6111242106024,0.271523178807947,Moderate,Low Sugar,Yes
20472313,0.0294117647058823,Low,Low Sugar,Yes
5000157006899,0.3679245283018868,Low,Low Sugar,Yes
8076809580724,0.4545454545454545,High,Moderate Sugar,Yes
8718836396670,0.0869565217391304,High,Low Sugar,Yes
5051399183640,0.0154639175257731,Moderate,Low Sugar,Yes
8723300710791,0.0,Low,Low Sugar,Yes
5900617037190,0.293103448275862,High,High Sugar,Yes
8720608025657,0.0,Low,Low Sugar,Yes
5011003046389,0.0466666666666666,High,Low Sugar,Yes
7610900037346,0.961038961038961,Moderate,Moderate Sugar,Yes
5000119532305,0.0209424083769633,Moderate,Low Sugar,No
5018735224955,0.3103448275862069,High,High Sugar,Yes
5051898384029,0.9257950530035336,Moderate,High Sugar,No
44000051693,0.7321428571428571,Low,Low Sugar,No
5015168000019,0.0240384615384615,High,Low Sugar,Yes
4337256415965,0.0134453781512605,High,Low Sugar,No
3609200011204,0.0628571428571428,High,Low Sugar,Yes
5057753902384,1.0,High,Low Sugar,No
5024121804120,0.0881355932203389,High,Moderate Sugar,No
5000436288282,0.9306759098786828,Moderate,High Sugar,Yes
6111242106260,1.0,Moderate,Moderate Sugar,Yes
47495013054,0.5,Moderate,High Sugar,Yes
9350271000225,0.0,Low,Low Sugar,Yes
4088600284910,0.8372093023255814,Low,Moderate Sugar,Yes
358477,0.3307692307692307,Low,Low Sugar,Yes
5000169618806,0.0558035714285714,Moderate,Low Sugar,No
5060560280842,0.9777777777777776,High,Moderate Sugar,Yes
5000159535182,0.7368421052631579,Moderate,Low Sugar,Yes
8480000133724,0.05,High,Low Sugar,No
5033665209773,0.1336032388663967,High,Moderate Sugar,No
3073781141429,0.0,Low,Low Sugar,Yes
5057753927844,0.1,Moderate,Low Sugar,No
4100290077617,0.5945945945945946,Low,Low Sugar,Yes
1594577,0.25,Moderate,Low Sugar,No
612322030018,0.284789644012945,High,High Sugar,Yes
5000205048277,0.0474137931034482,Moderate,Low Sugar,Yes
5060853640391,0.168695652173913,High,Moderate Sugar,Yes
5060360507309,0.819672131147541,Moderate,Moderate Sugar,Yes
819268,0.9914110429447852,High,High Sugar,No
6111126001698,0.92,Moderate,Moderate Sugar,Yes
6111069004657,0.271523178807947,Moderate,Low Sugar,Yes
5000159537834,0.5538461538461539,Moderate,Moderate Sugar,Yes
5201054057339,0.8932038834951455,Moderate,Moderate Sugar,Yes
6118000040347,0.271523178807947,Moderate,Low Sugar,Yes
5000232879677,1.0,High,Low Sugar,No
6111180000439,0.271523178807947,Moderate,Low Sugar,Yes
3770012239237,0.0,High,Low Sugar,No
5060362071525,0.5660377358490566,Low,Low Sugar,No
4056489574392,0.4477611940298507,High,High Sugar,Yes
112121111111,0.5274725263208865,Low,Low Sugar,Yes
5060430291909,0.1075085324232081,Moderate,Moderate Sugar,No
5060853640056,0.1158730158730158,High,Moderate Sugar,No
6111246951880,0.6666666666666667,Low,Low Sugar,Yes
1142945,0.046189376443418,Moderate,Low Sugar,Yes
6111262386574,0.589430894308943,High,High Sugar,Yes
7613039432259,0.271523178807947,Moderate,Low Sugar,Yes
4056489817611,0.265905383360522,High,High Sugar,Yes
8402001013218,0.9444444444444444,Moderate,High Sugar,Yes
6111214004754,0.3340471092077087,High,High Sugar,No
6111250471879,0.7368421052631579,Moderate,Low Sugar,Yes
8402001011771,0.51,Low,Moderate Sugar,Yes
6111250010276,0.0,Moderate,Low Sugar,No
5059697759765,0.3529411764705882,Moderate,Low Sugar,Yes
6111266751132,0.9731182795698924,High,High Sugar,Yes
4088600564869,0.0184873949579831,High,Low Sugar,No
3329770087767,1.0,Low,Low Sugar,No
6111269301518,0.271523178807947,Moderate,Low Sugar,Yes
6111249590017,0.271523178807947,Moderate,Low Sugar,Yes
5449000318480,0.271523178807947,Moderate,Low Sugar,Yes
6111259346116,0.6021505150302646,High,Moderate Sugar,Yes
3337872411083,0.271523178807947,Moderate,Low Sugar,Yes
612322001698,0.0160320641282565,High,Low Sugar,Yes
4056489787136,0.942528735632184,High,High Sugar,Yes
6111180016034,0.0,Moderate,Low Sugar,Yes
3502110004239,1.0,Low,Moderate Sugar,No
3017760595193,0.4333333333333333,High,High Sugar,Yes
3329770047891,1.0,Low,Moderate Sugar,Yes
3329778164026,0.9813084112149534,Low,Moderate Sugar,Yes
8715700423869,0.9166666666666666,Low,Moderate Sugar,Yes
3560070370436,0.2452830188679245,High,Moderate Sugar,Yes
3245414620131,0.9166666666666666,Low,Moderate Sugar,No
3284230004015,0.3333333333333333,High,Moderate Sugar,Yes
3329778164064,0.9811320754716982,Low,Moderate Sugar,Yes
3256224234555,1.0,Low,Low Sugar,No
7613034541239,1.0,Moderate,Moderate Sugar,Yes
3661344961326,1.0,Low,Moderate Sugar,No
3036811460266,0.4615384615384615,Low,Low Sugar,No
3123937110004,1.0,High,Low Sugar,No
3017800078860,0.0470588235294117,Moderate,Low Sugar,No
3281780085105,0.18,Moderate,Low Sugar,Yes
3184670007808,0.9411764705882352,Moderate,High Sugar,Yes
8711200459995,0.4406779661016949,Moderate,Low Sugar,Yes
3560070778065,1.0,Low,Low Sugar,No
3760122961708,0.6779661016949152,High,High Sugar,Yes
3564700074633,0.0418918918918918,High,Low Sugar,No
3256225454945,0.0,Moderate,Low Sugar,No
3608580765684,0.95,Moderate,High Sugar,Yes
3175681104419,0.20625,Moderate,Low Sugar,No
26003511,0.0,Low,Low Sugar,No
3270190207924,0.2307692307692307,High,Moderate Sugar,Yes
3116740033899,0.8840579710144928,High,High Sugar,Yes
3218930156002,1.0,Low,Low Sugar,No
3760020508593,0.0705882352941176,Moderate,Low Sugar,No
3587221227609,0.4130434782608695,Moderate,High Sugar,Yes
20330675,1.0,Moderate,Low Sugar,Yes
3033710076017,0.271523178807947,Moderate,Low Sugar,No
3161710000678,1.0,High,Low Sugar,No
3083681066845,0.320754716981132,Low,Low Sugar,Yes
3564707000895,1.0,High,Low Sugar,No
3045320009293,1.0,Moderate,High Sugar,Yes
3181450100599,0.8333333333333334,High,Low Sugar,Yes
3045320001594,1.0,Moderate,High Sugar,Yes
3250391318445,0.7741935483870968,Moderate,Low Sugar,Yes
80050100,0.709375,Moderate,High Sugar,Yes
3250390010098,1.0,Low,Low Sugar,No
3124480186904,0.0,Low,Low Sugar,Yes
3250390009153,0.9215686274509804,High,High Sugar,Yes
3270160871223,0.2299999999999999,Moderate,Low Sugar,No
3270190174356,0.8113207547169812,Low,Low Sugar,No
3259010108047,0.1690140845070422,Moderate,Low Sugar,Yes
8712100423147,0.8260869565217391,Moderate,High Sugar,Yes
3245361001120,0.0746268656716417,Moderate,Low Sugar,No
3564700005118,0.0384615384615384,Low,Low Sugar,Yes
3229820144160,0.2533333333333333,High,Low Sugar,Yes
3229820789828,0.05,Moderate,Low Sugar,No
3179140163818,0.0,Low,Low Sugar,Yes
3178530408546,0.5272727272727272,High,High Sugar,Yes
3245414638938,0.8958333333333334,Low,Low Sugar,No
3259810012599,0.0,High,Low Sugar,No
8002470023765,0.0,High,Low Sugar,No
4056489105619,0.0,Low,Low Sugar,No
54492790,1.0,Moderate,High Sugar,Yes
8410300349952,0.0368421052631578,Moderate,Low Sugar,Yes
3245361002240,0.0746268656716417,Moderate,Low Sugar,No
3760077537249,0.035,High,Low Sugar,No
8410175032904,0.9433962264150944,Moderate,High Sugar,Yes
3250390005179,0.0416666666666666,Low,Low Sugar,Yes
3270160873555,0.19,Moderate,Low Sugar,No
3387390320558,0.2591231463571889,Low,Low Sugar,Yes
3116430057761,0.6236220472440945,High,High Sugar,Yes
3560071013035,0.3064516129032258,High,High Sugar,Yes
8410086311501,0.9090909090909092,High,Low Sugar,Yes
8480000503718,0.1616161616161616,Moderate,Low Sugar,Yes
8480000167149,0.4785714285714286,Low,Moderate Sugar,No
8480000511911,0.6851851851851851,Moderate,Low Sugar,No
8414100302643,0.923076923076923,Low,Low Sugar,Yes
8008343200486,0.0446043165467625,High,Low Sugar,Yes
7622210103673,0.888888888888889,Low,Low Sugar,Yes
